latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
65.289,144.439,315.4,1.2,1.1,2021-07-07,0215,A,59,6.0NRT,300.8,8.9,D
65.301,144.338,316.4,1.2,1.1,2021-07-07,0215,A,60,6.0NRT,298.6,11.2,D
64.457,140.284,315.8,1.6,1.3,2021-07-07,0215,A,69,6.0NRT,298.1,16.9,D
64.521,140.278,323.2,1.6,1.3,2021-07-07,0215,A,68,6.0NRT,299,28.7,D
64.538,140.292,321,1.6,1.3,2021-07-07,0215,A,66,6.0NRT,297.6,23.1,D
64.531,140.263,325.3,1.6,1.3,2021-07-07,0215,A,80,6.0NRT,299.2,32.5,D
64.537,140.286,325.5,1.6,1.3,2021-07-07,0215,A,69,6.0NRT,297.9,32,D
64.529,140.257,321.4,1.6,1.3,2021-07-07,0215,A,41,6.0NRT,299.4,23.2,D
64.551,139.452,334.2,1.7,1.3,2021-07-07,0215,A,87,6.0NRT,300.2,60.3,D
64.544,139.423,327,1.7,1.3,2021-07-07,0215,A,82,6.0NRT,298.9,40.5,D
64.548,139.449,332.5,1.7,1.3,2021-07-07,0215,A,86,6.0NRT,299.7,56.2,D
64.541,139.42,315.9,1.7,1.3,2021-07-07,0215,A,40,6.0NRT,297.9,16.8,D
64.558,139.435,319.5,1.7,1.3,2021-07-07,0215,A,72,6.0NRT,298.3,23.4,D
64.938,139.953,316.2,1.6,1.2,2021-07-07,0215,A,48,6.0NRT,299.7,14.5,D
64.948,139.94,314.6,1.6,1.2,2021-07-07,0215,A,33,6.0NRT,299.4,12.2,D
64.805,139.114,353.7,1.7,1.3,2021-07-07,0215,A,84,6.0NRT,301.1,137.9,D
64.815,139.1,347.7,1.7,1.3,2021-07-07,0215,A,89,6.0NRT,296.3,111.5,D
64.772,137.722,323.7,1.9,1.3,2021-07-07,0215,A,80,6.0NRT,297,41.4,D
63.076,132.01,310.6,3.3,1.7,2021-07-07,0215,A,55,6.0NRT,291.8,32.3,D
63.058,131.958,309.8,3.3,1.7,2021-07-07,0215,A,54,6.0NRT,293.6,27.9,D
63.073,132.013,313.8,3.3,1.7,2021-07-07,0215,A,68,6.0NRT,292.4,45.1,D
63.054,131.962,309.2,3.3,1.7,2021-07-07,0215,A,48,6.0NRT,293.9,25.3,D
64.706,136.266,327.5,2.1,1.4,2021-07-07,0215,A,83,6.0NRT,297.8,59.4,D
62.37,129.077,309.7,4.3,1.9,2021-07-07,0215,A,60,6.0NRT,289.1,47.4,D
62.277,127.592,308.7,4.7,2,2021-07-07,0215,A,38,6.0NRT,289.7,49.2,D
62.694,127.62,311.7,4.5,2,2021-07-07,0215,A,34,6.0NRT,291.3,55.7,D
62.693,127.61,310.2,4.5,2,2021-07-07,0215,A,0,6.0NRT,291.6,45.8,D
62.787,127.667,310.7,4.4,1.9,2021-07-07,0215,A,21,6.0NRT,290.1,44.7,D
62.623,126.623,311.9,4.8,2,2021-07-07,0215,A,50,6.0NRT,292.7,59.7,D
63.088,127.53,314.9,4.3,1.9,2021-07-07,0215,A,66,6.0NRT,287.4,87.5,D
63.09,127.527,313.7,4.3,1.9,2021-07-07,0215,A,71,6.0NRT,288.2,83.9,D
64.196,128.096,310,3.6,1.8,2021-07-07,0215,A,63,6.0NRT,289.8,40.3,D
50.555,-94.841,317.1,2.5,1.5,2021-07-07,0320,T,94,6.0NRT,272.8,66.3,N
50.547,-94.873,312.5,2.5,1.5,2021-07-07,0320,T,70,6.0NRT,270.1,51.2,N
50.568,-94.849,302.5,2.5,1.5,2021-07-07,0320,T,50,6.0NRT,277.3,31,N
50.774,-94.804,300.9,2.4,1.5,2021-07-07,0320,T,32,6.0NRT,285.6,23.2,N
50.738,-95.122,319.2,2.5,1.5,2021-07-07,0320,T,98,6.0NRT,285.2,74.9,N
50.729,-95.156,308.9,2.5,1.5,2021-07-07,0320,T,66,6.0NRT,282.8,42.6,N
50.731,-95.123,328.3,2.5,1.5,2021-07-07,0320,T,78,6.0NRT,286,105.9,N
50.722,-95.157,318,2.5,1.5,2021-07-07,0320,T,16,6.0NRT,283.3,63.6,N
51.063,-94.932,320.1,2.4,1.5,2021-07-07,0320,T,100,6.0NRT,286.3,73.4,N
51.084,-94.908,314.4,2.4,1.5,2021-07-07,0320,T,89,6.0NRT,286.7,55.1,N
51.23,-94.428,318.3,2.3,1.5,2021-07-07,0320,T,35,6.0NRT,284,53.8,N
51.078,-94.912,325.1,2.4,1.5,2021-07-07,0320,T,79,6.0NRT,288.8,83.5,N
51.503,-93.52,300.5,2,1.4,2021-07-07,0320,T,29,6.0NRT,282.5,20.2,N
51.306,-94.517,365.9,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,294,339.4,N
51.298,-94.548,373.4,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,289.7,428.5,N
51.286,-94.475,312.5,2.3,1.5,2021-07-07,0320,T,52,6.0NRT,285.1,41.2,N
51.303,-94.521,376.1,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,295.9,462.7,N
51.296,-94.551,374.7,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,289.9,448,N
51.435,-94.328,313.4,2.2,1.4,2021-07-07,0320,T,87,6.0NRT,284.9,45.3,N
51.427,-94.357,304.1,2.2,1.4,2021-07-07,0320,T,19,6.0NRT,284.2,24.2,N
51.374,-94.637,316.8,2.3,1.5,2021-07-07,0320,T,66,6.0NRT,285.6,52.9,N
51.366,-94.667,325.3,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,286.8,84.2,N
51.413,-94.355,318.5,2.2,1.4,2021-07-07,0320,T,51,6.0NRT,288.3,55.6,N
51.433,-94.333,314.2,2.2,1.4,2021-07-07,0320,T,89,6.0NRT,285.5,47.9,N
51.371,-94.641,326.9,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,286.5,88,N
51.405,-94.558,317.1,2.3,1.5,2021-07-07,0320,T,94,6.0NRT,285,56,N
51.425,-94.535,301.1,2.2,1.5,2021-07-07,0320,T,12,6.0NRT,284.8,19.9,N
51.424,-94.711,315.5,2.3,1.5,2021-07-07,0320,T,82,6.0NRT,287.7,50.4,N
51.339,-95.056,311.4,2.4,1.5,2021-07-07,0320,T,82,6.0NRT,287.1,43.4,N
51.331,-95.088,301.8,2.4,1.5,2021-07-07,0320,T,14,6.0NRT,284.7,21.3,N
51.452,-94.658,301.1,2.3,1.5,2021-07-07,0320,T,24,6.0NRT,285.6,19.5,N
51.444,-94.688,315.8,2.3,1.5,2021-07-07,0320,T,92,6.0NRT,286.8,51.8,N
51.421,-94.714,318.2,2.3,1.5,2021-07-07,0320,T,94,6.0NRT,287.7,58.6,N
51.441,-94.691,314.2,2.3,1.5,2021-07-07,0320,T,89,6.0NRT,286.7,50.5,N
51.347,-95.065,313.8,2.4,1.5,2021-07-07,0320,T,88,6.0NRT,286.9,48.8,N
51.991,-93.276,300.6,1.9,1.3,2021-07-07,0320,T,30,6.0NRT,282.7,19.3,N
52.543,-94.686,301.7,2.1,1.4,2021-07-07,0320,T,35,6.0NRT,284.7,20.6,N
52.515,-94.802,322.6,2.1,1.4,2021-07-07,0320,T,97,6.0NRT,286.5,66.2,N
52.524,-94.876,321,2.1,1.4,2021-07-07,0320,T,39,6.0NRT,286.8,58,N
52.691,-94.59,300.4,2.1,1.4,2021-07-07,0320,T,26,6.0NRT,283.1,18.1,N
52.333,-96.148,327.5,2.5,1.5,2021-07-07,0320,T,100,6.0NRT,289.5,105.8,N
52.324,-96.181,305.3,2.5,1.5,2021-07-07,0320,T,4,6.0NRT,283.4,32,N
52.345,-96.156,316.5,2.5,1.5,2021-07-07,0320,T,62,6.0NRT,286.3,60.2,N
52.339,-96.159,329.7,2.5,1.5,2021-07-07,0320,T,62,6.0NRT,289.7,108,N
52.431,-96.263,321.4,2.5,1.5,2021-07-07,0320,T,100,6.0NRT,287.4,80.5,N
52.423,-96.297,308.7,2.5,1.5,2021-07-07,0320,T,40,6.0NRT,283.4,40.4,N
52.425,-96.264,313.1,2.5,1.5,2021-07-07,0320,T,56,6.0NRT,287.4,53.1,N
52.437,-96.272,314.4,2.5,1.5,2021-07-07,0320,T,89,6.0NRT,284.9,58.5,N
52.544,-96.032,304.6,2.4,1.5,2021-07-07,0320,T,61,6.0NRT,282.5,33.2,N
52.493,-96.232,319.9,2.5,1.5,2021-07-07,0320,T,54,6.0NRT,288,67.4,N
52.484,-96.265,315.4,2.5,1.5,2021-07-07,0320,T,26,6.0NRT,286.5,51.7,N
52.505,-96.241,314.2,2.5,1.5,2021-07-07,0320,T,27,6.0NRT,288.3,47.2,N
52.497,-96.274,307.3,2.5,1.5,2021-07-07,0320,T,12,6.0NRT,286.9,31.6,N
52.488,-96.308,308.1,2.5,1.5,2021-07-07,0320,T,55,6.0NRT,285.8,37.7,N
52.499,-96.243,325.8,2.5,1.5,2021-07-07,0320,T,59,6.0NRT,289.7,82.1,N
52.733,-95.498,322,2.2,1.5,2021-07-07,0320,T,100,6.0NRT,286.1,71.2,N
52.726,-95.529,326.1,2.3,1.5,2021-07-07,0320,T,100,6.0NRT,286,85.3,N
52.874,-95.385,303.4,2.2,1.4,2021-07-07,0320,T,55,6.0NRT,283.4,26.1,N
52.836,-95.537,303.4,2.2,1.4,2021-07-07,0320,T,55,6.0NRT,283.4,26.8,N
52.828,-95.568,319.5,2.2,1.5,2021-07-07,0320,T,99,6.0NRT,284.2,66.3,N
52.879,-95.531,321.2,2.2,1.4,2021-07-07,0320,T,100,6.0NRT,282.2,70.2,N
52.885,-95.506,308.5,2.2,1.4,2021-07-07,0320,T,75,6.0NRT,283,35.9,N
52.877,-95.536,326.3,2.2,1.4,2021-07-07,0320,T,100,6.0NRT,282.5,87.6,N
56.521,-102.299,301.3,3.1,1.7,2021-07-07,0320,T,40,6.0NRT,282.3,37.9,N
56.52,-102.302,303.4,3.1,1.7,2021-07-07,0320,T,32,6.0NRT,282.5,39,N
-29.973,-63.015,309,1,1,2021-07-07,0255,T,76,6.0NRT,283,12.2,N
-29.975,-63.025,302.9,1,1,2021-07-07,0255,T,52,6.0NRT,282.8,8.3,N
-28.165,-61.283,303.7,1.1,1,2021-07-07,0255,T,56,6.0NRT,287.6,8,N
-28.022,-62.628,302.2,1,1,2021-07-07,0255,T,48,6.0NRT,287.7,6.1,N
-28.105,-65.97,317.4,1.1,1.1,2021-07-07,0255,T,95,6.0NRT,286.5,21.6,N
-28.095,-65.972,323.1,1.1,1.1,2021-07-07,0255,T,100,6.0NRT,288,27.9,N
-28.096,-65.982,314.2,1.1,1.1,2021-07-07,0255,T,89,6.0NRT,284.1,18.6,N
-26.11,-57.507,339.7,2,1.4,2021-07-07,0255,T,100,6.0NRT,291.9,117.4,N
-27.036,-62.99,302.9,1,1,2021-07-07,0255,T,52,6.0NRT,286.9,7.5,N
-26.094,-57.49,316.8,2,1.4,2021-07-07,0255,T,90,6.0NRT,289.8,39.7,N
-26.098,-57.51,330.2,2,1.4,2021-07-07,0255,T,100,6.0NRT,290.7,80,N
-26.102,-57.529,309.8,2,1.4,2021-07-07,0255,T,78,6.0NRT,289.5,26.5,N
-26.728,-62.052,306.6,1.1,1,2021-07-07,0255,T,37,6.0NRT,289.7,8.1,N
-26.719,-62.054,356.8,1.1,1,2021-07-07,0255,T,100,6.0NRT,295.7,86.4,N
-26.721,-62.065,322.4,1.1,1,2021-07-07,0255,T,80,6.0NRT,291.6,21.6,N
-26.708,-62.045,314.2,1.1,1,2021-07-07,0255,T,31,6.0NRT,289.8,13.3,N
-26.71,-62.056,328.8,1.1,1,2021-07-07,0255,T,100,6.0NRT,291.1,30,N
-26.599,-63.843,302.9,1,1,2021-07-07,0255,T,52,6.0NRT,287.8,7.1,N
11.629,-70.234,327.7,1.1,1.1,2021-07-07,0310,T,100,6.0NRT,294.5,28.5,N
11.736,-70.193,313.3,1.1,1.1,2021-07-07,0310,T,82,6.0NRT,295.5,11,N
18.55,-72.342,335.8,1.1,1,2021-07-07,0310,T,100,6.0NRT,297.7,37,N
18.549,-72.352,328.1,1.1,1,2021-07-07,0310,T,100,6.0NRT,297.7,24.8,N
-24.514,-60.398,324.9,1.4,1.2,2021-07-07,0300,T,100,6.0NRT,290.1,37.9,N
-24.516,-60.411,328.5,1.4,1.2,2021-07-07,0300,T,100,6.0NRT,290.4,44.3,N
-23.446,-57.535,300.8,2.2,1.5,2021-07-07,0300,T,34,6.0NRT,288,19,N
-22.457,-53.835,301.5,4.3,1.9,2021-07-07,0300,T,42,6.0NRT,286.1,58,N
-22.931,-57.684,300.2,2.2,1.5,2021-07-07,0300,T,21,6.0NRT,286.7,16.3,N
-23.073,-58.578,319.8,1.9,1.4,2021-07-07,0300,T,99,6.0NRT,288.3,50.6,N
-23.406,-61.633,308.7,1.2,1.1,2021-07-07,0300,T,75,6.0NRT,288,14,N
-22.646,-58.837,300.5,1.9,1.3,2021-07-07,0300,T,28,6.0NRT,287.9,12.6,N
-22.612,-58.788,343.5,1.9,1.3,2021-07-07,0300,T,100,6.0NRT,289.8,132.5,N
-22.615,-58.806,306,1.9,1.3,2021-07-07,0300,T,67,6.0NRT,287.8,21.7,N
-22.605,-58.775,310.2,1.9,1.3,2021-07-07,0300,T,79,6.0NRT,287,29.2,N
-22.608,-58.794,328.3,1.9,1.3,2021-07-07,0300,T,100,6.0NRT,288.8,72.7,N
-22.398,-58.281,320.6,2.1,1.4,2021-07-07,0300,T,100,6.0NRT,291.2,54.8,N
-22.406,-58.321,304.2,2.1,1.4,2021-07-07,0300,T,34,6.0NRT,290.3,18.6,N
-22.395,-58.267,314.2,2.1,1.4,2021-07-07,0300,T,89,6.0NRT,290.1,40.5,N
-22.399,-58.287,317.7,2.1,1.4,2021-07-07,0300,T,95,6.0NRT,290.9,49.4,N
-22.402,-58.307,304.9,2.1,1.4,2021-07-07,0300,T,62,6.0NRT,290.1,21.9,N
-22.382,-58.27,313.8,2.1,1.4,2021-07-07,0300,T,88,6.0NRT,289.6,40.2,N
-21.825,-63.301,303.4,1.1,1,2021-07-07,0300,T,55,6.0NRT,289.2,7.4,N
-21.252,-60.693,306.4,1.5,1.2,2021-07-07,0300,T,68,6.0NRT,288.7,15.8,N
-20.539,-62.606,304.4,1.2,1.1,2021-07-07,0300,T,60,6.0NRT,291.5,7.7,N
-18.8,-57.358,307.2,2.9,1.6,2021-07-07,0300,T,52,6.0NRT,288.6,42.3,N
-18.8,-57.364,305.6,2.9,1.6,2021-07-07,0300,T,65,6.0NRT,288.2,40,N
-18.318,-59.046,304.8,2.2,1.4,2021-07-07,0300,T,62,6.0NRT,289.4,23.5,N
-18.317,-59.031,300.9,2.2,1.4,2021-07-07,0300,T,32,6.0NRT,289.3,14.8,N
-18.413,-62.433,324.1,1.3,1.1,2021-07-07,0300,T,100,6.0NRT,292.5,32.1,N
-18.313,-62.144,304.7,1.4,1.2,2021-07-07,0300,T,61,6.0NRT,292,8.9,N
-18.316,-62.157,322.4,1.4,1.2,2021-07-07,0300,T,100,6.0NRT,292.6,31.1,N
-17.839,-59.683,300.7,2,1.4,2021-07-07,0300,T,33,6.0NRT,288.5,14.9,N
-17.772,-61.176,308.9,1.6,1.2,2021-07-07,0300,T,76,6.0NRT,293.4,17.2,N
-17.761,-61.178,313.3,1.6,1.2,2021-07-07,0300,T,87,6.0NRT,293.2,22.5,N
-17.763,-61.193,302.8,1.6,1.2,2021-07-07,0300,T,5,6.0NRT,291.3,9.1,N
-17.762,-61.185,315.2,1.6,1.2,2021-07-07,0300,T,91,6.0NRT,293,25.3,N
-16.964,-58.472,314.1,2.6,1.6,2021-07-07,0300,T,58,6.0NRT,292.1,52.1,N
-16.951,-58.475,306.7,2.6,1.6,2021-07-07,0300,T,64,6.0NRT,291,33.3,N
-17.171,-60.829,302.9,1.7,1.3,2021-07-07,0300,T,20,6.0NRT,289.2,12.6,N
-17.156,-60.815,304.3,1.7,1.3,2021-07-07,0300,T,47,6.0NRT,291.4,14.8,N
-17.307,-63.016,302.1,1.2,1.1,2021-07-07,0300,T,47,6.0NRT,290.3,7.9,N
-16.615,-60.497,302.4,1.9,1.3,2021-07-07,0300,T,49,6.0NRT,287.5,16.5,N
-17.025,-63.307,304.1,1.2,1.1,2021-07-07,0300,T,58,6.0NRT,290.1,9.2,N
-16.364,-60.21,317.8,2,1.4,2021-07-07,0300,T,96,6.0NRT,290.9,46,N
-16.368,-60.228,300.1,2,1.4,2021-07-07,0300,T,14,6.0NRT,289.9,12.8,N
-16.355,-60.23,312.8,2,1.4,2021-07-07,0300,T,86,6.0NRT,289,35.7,N
-16.311,-61.538,302.7,1.6,1.2,2021-07-07,0300,T,51,6.0NRT,287.6,14.1,N
-16.53,-63.952,307.6,1.1,1.1,2021-07-07,0300,T,72,6.0NRT,291,11.1,N
-16.184,-62.159,307.4,1.5,1.2,2021-07-07,0300,T,71,6.0NRT,290,14.9,N
-15.902,-60.81,303.2,1.8,1.3,2021-07-07,0300,T,54,6.0NRT,290.4,16.1,N
-15.905,-60.827,300.4,1.8,1.3,2021-07-07,0300,T,26,6.0NRT,289.3,12.6,N
-15.363,-63.674,312.8,1.2,1.1,2021-07-07,0300,T,86,6.0NRT,291.2,16.9,N
-15.782,-71.861,322,1.8,1.3,2021-07-07,0300,T,100,6.0NRT,265,61.1,N
-15.785,-71.85,306.8,1.8,1.3,2021-07-07,0300,T,64,6.0NRT,265.6,30.4,N
-15.787,-71.867,321.2,1.8,1.3,2021-07-07,0300,T,100,6.0NRT,266.3,59,N
-12.655,-64.029,303.2,1.3,1.1,2021-07-07,0300,T,54,6.0NRT,290.8,7.7,N
-12.632,-64.009,314,1.3,1.1,2021-07-07,0300,T,88,6.0NRT,290.7,17.7,N
-9.834,-62.26,305,1.9,1.3,2021-07-07,0300,T,63,6.0NRT,290.9,16.5,N
-9.302,-63.386,304.3,1.6,1.2,2021-07-07,0300,T,59,6.0NRT,291.7,11.4,N
-9.304,-63.4,302.6,1.6,1.2,2021-07-07,0300,T,50,6.0NRT,290.9,9.5,N
-9.694,-66.577,302.6,1,1,2021-07-07,0300,T,50,6.0NRT,292,5.1,N
-9.543,-66.746,309.9,1,1,2021-07-07,0300,T,78,6.0NRT,292.5,9.5,N
40.524,110.397,332.5,1.1,1.1,2021-07-07,0345,T,46,6.0NRT,307.5,23,D
40.602,109.607,328.6,1.1,1,2021-07-07,0345,T,34,6.0NRT,312.5,13.3,D
40.277,111.385,324.6,1.2,1.1,2021-07-07,0345,T,50,6.0NRT,310,12.4,D
40.567,109.355,325.5,1,1,2021-07-07,0345,T,21,6.0NRT,309.8,10.6,D
39.598,109.822,324.6,1.1,1,2021-07-07,0345,T,46,6.0NRT,307,9,D
38.605,109.962,332.1,1.1,1.1,2021-07-07,0345,T,70,6.0NRT,312.8,13.1,D
37.665,108.933,332,1.1,1,2021-07-07,0345,T,32,6.0NRT,312.8,9.2,D
37.596,108.784,328.8,1.1,1,2021-07-07,0345,T,43,6.0NRT,310,7.8,D
36.654,109.58,321.1,1.2,1.1,2021-07-07,0345,T,45,6.0NRT,303.9,12.1,D
35.906,109.355,316.1,1.2,1.1,2021-07-07,0345,T,57,6.0NRT,301.1,9.6,D
36.012,107.872,324.5,1,1,2021-07-07,0345,T,50,6.0NRT,305.8,9.3,D
35.897,107.608,320,1,1,2021-07-07,0345,T,68,6.0NRT,303.4,7.1,D
35.656,109.073,314.6,1.2,1.1,2021-07-07,0345,T,31,6.0NRT,300.5,8.6,D
35.492,108.39,312.6,1.1,1,2021-07-07,0345,T,35,6.0NRT,298.1,7.1,D
35.102,109.053,324.7,1.2,1.1,2021-07-07,0345,T,76,6.0NRT,301.2,17.2,D
35.467,106.682,316.9,1,1,2021-07-07,0345,T,53,6.0NRT,303.2,6,D
35.347,107.396,323.5,1,1,2021-07-07,0345,T,71,6.0NRT,301.7,13.6,D
35.269,107.823,316.1,1.1,1,2021-07-07,0345,T,63,6.0NRT,299.5,8,D
35.017,108.171,316.4,1.1,1,2021-07-07,0345,T,31,6.0NRT,298.8,6.9,D
34.876,108.998,321.9,1.2,1.1,2021-07-07,0345,T,59,6.0NRT,300.3,8.3,D
34.85,108.959,321.7,1.2,1.1,2021-07-07,0345,T,31,6.0NRT,302.6,8.5,D
34.718,109.241,323,1.2,1.1,2021-07-07,0345,T,57,6.0NRT,301.7,8,D
34.654,109.017,324.3,1.2,1.1,2021-07-07,0345,T,43,6.0NRT,303.6,9.4,D
34.573,109.487,322.1,1.3,1.1,2021-07-07,0345,T,48,6.0NRT,302.1,10.3,D
34.558,109.167,326.5,1.2,1.1,2021-07-07,0345,T,79,6.0NRT,302.9,12.8,D
34.539,109.089,325,1.2,1.1,2021-07-07,0345,T,59,6.0NRT,302.4,10.5,D
34.534,108.941,324,1.2,1.1,2021-07-07,0345,T,31,6.0NRT,302.4,8.8,D
34.533,108.836,324.4,1.2,1.1,2021-07-07,0345,T,35,6.0NRT,301.7,9.6,D
34.47,109.193,323,1.2,1.1,2021-07-07,0345,T,75,6.0NRT,301.8,8.7,D
34.846,106.867,331.1,1,1,2021-07-07,0345,T,63,6.0NRT,303.7,15.6,D
34.459,108.956,327.9,1.2,1.1,2021-07-07,0345,T,59,6.0NRT,303.5,15.4,D
34.403,109.102,325.8,1.2,1.1,2021-07-07,0345,T,76,6.0NRT,301.5,12.9,D
34.411,108.754,322.1,1.2,1.1,2021-07-07,0345,T,37,6.0NRT,301.1,8.4,D
34.35,109.109,323.8,1.2,1.1,2021-07-07,0345,T,73,6.0NRT,300.3,9.4,D
34.249,109.037,322.7,1.2,1.1,2021-07-07,0345,T,41,6.0NRT,301.4,9,D
34.279,108.807,326.2,1.2,1.1,2021-07-07,0345,T,34,6.0NRT,302.2,9.7,D
34.277,108.819,330.4,1.2,1.1,2021-07-07,0345,T,68,6.0NRT,304.6,15,D
34.253,108.84,324.8,1.2,1.1,2021-07-07,0345,T,35,6.0NRT,302.2,8.8,D
34.106,108.791,318.2,1.2,1.1,2021-07-07,0345,T,45,6.0NRT,300.1,7.6,D
34.104,108.803,319.4,1.2,1.1,2021-07-07,0345,T,49,6.0NRT,300.4,8.7,D
34.036,108.715,323.8,1.2,1.1,2021-07-07,0345,T,36,6.0NRT,300.6,11.6,D
34.029,108.7,323.9,1.2,1.1,2021-07-07,0345,T,47,6.0NRT,300.3,13.2,D
34.026,108.712,326,1.2,1.1,2021-07-07,0345,T,62,6.0NRT,300.6,16,D
34.023,108.185,309.4,1.1,1.1,2021-07-07,0345,T,30,6.0NRT,295.2,5.4,D
32.844,108.567,316.5,1.2,1.1,2021-07-07,0345,T,46,6.0NRT,297.9,9.4,D
32.727,108.826,315.7,1.2,1.1,2021-07-07,0345,T,44,6.0NRT,297.3,8.6,D
32.713,108.905,318.6,1.3,1.1,2021-07-07,0345,T,43,6.0NRT,297.6,11.2,D
32.708,106.048,318.2,1,1,2021-07-07,0345,T,48,6.0NRT,300.9,8.4,D
32.378,105.965,318.2,1,1,2021-07-07,0345,T,31,6.0NRT,301.6,8.1,D
32.4,105.763,324.2,1,1,2021-07-07,0345,T,46,6.0NRT,304,12.2,D
32.398,105.773,325.7,1,1,2021-07-07,0345,T,63,6.0NRT,304.5,14.9,D
32.229,106.278,315.6,1,1,2021-07-07,0345,T,27,6.0NRT,299.6,6.7,D
32.268,105.345,322.1,1,1,2021-07-07,0345,T,76,6.0NRT,304.4,10,D
31.696,105.954,317,1,1,2021-07-07,0345,T,67,6.0NRT,297.8,8.3,D
31.606,105.148,318.9,1,1,2021-07-07,0345,T,46,6.0NRT,299.4,7.8,D
28.215,113.313,317.3,3,1.6,2021-07-07,0345,T,53,6.0NRT,291.3,31.9,D
28.214,113.308,316.5,3,1.6,2021-07-07,0345,T,69,6.0NRT,291.2,31.9,D
28.084,113.045,317.4,2.9,1.6,2021-07-07,0345,T,25,6.0NRT,291.6,27.6,D
28.1,106.79,323.8,1.2,1.1,2021-07-07,0345,T,77,6.0NRT,297.7,17.7,D
26.641,107.783,316.1,1.4,1.2,2021-07-07,0345,T,70,6.0NRT,299.7,13.2,D
26.499,107.001,327.3,1.2,1.1,2021-07-07,0345,T,82,6.0NRT,298.2,29.2,D
26.497,107.013,318.7,1.2,1.1,2021-07-07,0345,T,74,6.0NRT,296.1,16.8,D
26.343,107.188,313.9,1.3,1.1,2021-07-07,0345,T,50,6.0NRT,298.8,9.1,D
26.282,106.701,319.4,1.2,1.1,2021-07-07,0345,T,57,6.0NRT,297.6,14.3,D
26.192,106.627,316.2,1.2,1.1,2021-07-07,0345,T,71,6.0NRT,298.9,11.5,D
25.43,106.748,320.3,1.3,1.1,2021-07-07,0345,T,43,6.0NRT,299.1,14.3,D
25.734,104.242,316.6,1,1,2021-07-07,0345,T,61,6.0NRT,298.7,9.5,D
25.45,103.544,318.1,1,1,2021-07-07,0345,T,55,6.0NRT,298.3,11.8,D
25.413,103.608,318.1,1,1,2021-07-07,0345,T,58,6.0NRT,300.2,10.6,D
25.297,103.893,313.8,1,1,2021-07-07,0345,T,54,6.0NRT,294.1,7.1,D
24.905,105.517,315.8,1.1,1.1,2021-07-07,0345,T,61,6.0NRT,298.7,9.1,D
24.539,105.854,310.3,1.2,1.1,2021-07-07,0345,T,50,6.0NRT,293.6,6,D
24.8,104.066,315.4,1,1,2021-07-07,0345,T,50,6.0NRT,297.3,7,D
24.407,106.095,316,1.2,1.1,2021-07-07,0345,T,60,6.0NRT,299,9.7,D
24.326,105.452,311,1.1,1.1,2021-07-07,0345,T,54,6.0NRT,295.2,6.1,D
23.74,107.988,314.8,1.6,1.2,2021-07-07,0345,T,53,6.0NRT,296,13.5,D
23.323,107.526,319.7,1.5,1.2,2021-07-07,0345,T,29,6.0NRT,296.5,15.5,D
23.451,105.857,311.9,1.2,1.1,2021-07-07,0345,T,45,6.0NRT,295.6,7.9,D
22.869,108.896,315.5,1.9,1.4,2021-07-07,0345,T,37,6.0NRT,294.7,16.4,D
23.799,103.176,323.6,1,1,2021-07-07,0345,T,41,6.0NRT,304.2,11.5,D
23.406,103.282,322.8,1,1,2021-07-07,0345,T,65,6.0NRT,301.3,9.3,D
4.062,101.301,311.3,1.2,1.1,2021-07-07,0355,T,65,6.0NRT,292.2,6.2,D
3.89,100.937,314.6,1.2,1.1,2021-07-07,0355,T,60,6.0NRT,296,8.9,D
3.742,101.523,313.2,1.2,1.1,2021-07-07,0355,T,41,6.0NRT,294.5,7.5,D
1.934,101.508,320.8,1.3,1.1,2021-07-07,0355,T,42,6.0NRT,301.3,17.3,D
1.926,101.567,316.7,1.3,1.1,2021-07-07,0355,T,36,6.0NRT,298.5,12.4,D
-2.138,104.277,306.7,2.5,1.5,2021-07-07,0355,T,43,6.0NRT,289.5,13.9,D
21.58,105.918,324,1.3,1.1,2021-07-07,0350,T,76,6.0NRT,295.3,17,D
21.193,106.934,314,1.5,1.2,2021-07-07,0350,T,54,6.0NRT,291.6,12.3,D
21.237,106.006,319.3,1.3,1.1,2021-07-07,0350,T,34,6.0NRT,294.9,10.2,D
21.227,106.004,319.7,1.3,1.1,2021-07-07,0350,T,45,6.0NRT,295.2,11.5,D
21.234,105.716,322.5,1.3,1.1,2021-07-07,0350,T,47,6.0NRT,297,11.9,D
21.233,105.721,320.9,1.3,1.1,2021-07-07,0350,T,33,6.0NRT,296.5,9.8,D
21.195,105.764,325.5,1.3,1.1,2021-07-07,0350,T,73,6.0NRT,297.4,16,D
21.193,105.776,323.3,1.3,1.1,2021-07-07,0350,T,38,6.0NRT,297.2,12.9,D
59.673,106.845,316.2,1.6,1.2,2021-07-07,0340,T,60,6.0NRT,299.4,15.6,D
59.671,106.728,319.4,1.6,1.3,2021-07-07,0340,T,43,6.0NRT,296,20.3,D
