latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
62.53,112.658,339.1,1,1,2021-07-06,0450,A,0,6.0NRT,289.7,35.5,D
62.523,112.62,352.8,1,1,2021-07-06,0450,A,84,6.0NRT,293.3,61.2,D
62.52,112.601,364.9,1,1,2021-07-06,0450,A,100,6.0NRT,308.3,90.7,D
62.517,112.582,370.1,1,1,2021-07-06,0450,A,100,6.0NRT,309.4,108.2,D
62.514,112.563,353,1,1,2021-07-06,0450,A,97,6.0NRT,306.6,58.9,D
62.511,112.544,328.1,1,1,2021-07-06,0450,A,41,6.0NRT,297.2,14.9,D
63.237,117.378,324.2,1,1,2021-07-06,0450,A,47,6.0NRT,298.8,15,D
63.235,117.358,326.5,1,1,2021-07-06,0450,A,52,6.0NRT,302.1,17.2,D
63.232,117.338,341.2,1,1,2021-07-06,0450,A,91,6.0NRT,303.7,39.3,D
62.532,112.613,413.7,1,1,2021-07-06,0450,A,0,6.0NRT,304.3,350.8,D
62.529,112.594,449.5,1,1,2021-07-06,0450,A,75,6.0NRT,320.3,729.3,D
62.526,112.575,429.7,1,1,2021-07-06,0450,A,87,6.0NRT,310.4,494.5,D
62.522,112.556,368.6,1,1,2021-07-06,0450,A,94,6.0NRT,303.2,105.9,D
63.249,117.393,335,1,1,2021-07-06,0450,A,73,6.0NRT,291.9,29.1,D
63.246,117.372,418.6,1,1,2021-07-06,0450,A,100,6.0NRT,309.5,397.7,D
63.244,117.352,349.2,1,1,2021-07-06,0450,A,95,6.0NRT,305.4,55.2,D
64.201,128.071,315.5,2.1,1.4,2021-07-06,0450,A,61,6.0NRT,299,24.7,D
63.723,121.136,345.3,1.2,1.1,2021-07-06,0450,A,71,6.0NRT,302.1,59.6,D
63.721,121.132,332.5,1.2,1.1,2021-07-06,0450,A,75,6.0NRT,302.1,31.7,D
63.308,117.35,335.4,1,1,2021-07-06,0450,A,33,6.0NRT,300.2,28.9,D
63.305,117.33,349.4,1,1,2021-07-06,0450,A,95,6.0NRT,305.2,56.6,D
63.319,117.365,392.9,1,1,2021-07-06,0450,A,94,6.0NRT,305.1,218.1,D
63.317,117.345,379.8,1,1,2021-07-06,0450,A,100,6.0NRT,308.5,149.7,D
63.325,117.339,461.6,1,1,2021-07-06,0450,A,100,6.0NRT,329.8,913.7,D
63.32,117.298,327.9,1,1,2021-07-06,0450,A,37,6.0NRT,288.6,19,D
63.334,117.333,490.2,1,1,2021-07-06,0450,A,100,6.0NRT,342,1461.2,D
63.332,117.313,355.1,1,1,2021-07-06,0450,A,83,6.0NRT,301.2,69,D
63.343,117.327,408.3,1,1,2021-07-06,0450,A,100,6.0NRT,317.9,315.2,D
63.341,117.307,347.7,1,1,2021-07-06,0450,A,49,6.0NRT,296.9,50.7,D
63.352,117.322,423.7,1,1,2021-07-06,0450,A,100,6.0NRT,326.2,444.6,D
63.349,117.302,343.2,1,1,2021-07-06,0450,A,63,6.0NRT,295.3,44.3,D
63.364,117.337,365.2,1,1,2021-07-06,0450,A,87,6.0NRT,295.7,99.4,D
63.361,117.316,392,1,1,2021-07-06,0450,A,100,6.0NRT,308.5,212.7,D
63.358,117.296,355,1,1,2021-07-06,0450,A,85,6.0NRT,299.4,69.4,D
63.365,117.27,314.4,1,1,2021-07-06,0450,A,22,6.0NRT,289.1,8.2,D
62.126,106.878,325.1,1.4,1.2,2021-07-06,0450,A,76,6.0NRT,300.2,25.5,D
62.141,106.893,320.2,1.4,1.2,2021-07-06,0450,A,41,6.0NRT,298,17.8,D
62.136,106.869,359.3,1.4,1.2,2021-07-06,0450,A,99,6.0NRT,301.7,125.8,D
62.145,106.859,357.8,1.4,1.2,2021-07-06,0450,A,99,6.0NRT,302.1,118.4,D
62.14,106.835,336,1.4,1.2,2021-07-06,0450,A,82,6.0NRT,301.7,45.7,D
62.155,106.849,330.7,1.4,1.2,2021-07-06,0450,A,83,6.0NRT,297,36.4,D
63.466,112.382,318.9,1,1,2021-07-06,0450,A,61,6.0NRT,301.3,10.2,D
63.463,112.363,338.6,1,1,2021-07-06,0450,A,90,6.0NRT,303.3,35.2,D
63.46,112.343,332.6,1,1,2021-07-06,0450,A,86,6.0NRT,302.3,25.5,D
63.468,112.336,347.8,1,1,2021-07-06,0450,A,94,6.0NRT,306.1,51.6,D
63.477,112.329,330.3,1,1,2021-07-06,0450,A,84,6.0NRT,302.8,22.3,D
63.474,112.31,328.7,1,1,2021-07-06,0450,A,83,6.0NRT,300.9,21.4,D
65.193,119.058,315,1.2,1.1,2021-07-06,0450,A,75,6.0NRT,279.8,14.8,D
65.186,118.985,302.6,1.2,1.1,2021-07-06,0450,A,18,6.0NRT,279.9,4.6,D
65.223,119.145,307.3,1.2,1.1,2021-07-06,0450,A,41,6.0NRT,279.3,8.9,D
60.83,97.326,312.6,3.2,1.7,2021-07-06,0450,A,41,6.0NRT,291.4,47.3,D
65.248,118.999,310.2,1.2,1.1,2021-07-06,0450,A,57,6.0NRT,274.5,11.4,D
65.245,118.975,317.6,1.2,1.1,2021-07-06,0450,A,77,6.0NRT,276.8,19.4,D
70.582,124.58,311.4,2,1.4,2021-07-06,0450,A,41,6.0NRT,290.7,24.6,D
67.719,83.519,308,3.1,1.7,2021-07-06,0450,A,66,6.0NRT,284,51,D
67.698,83.468,333.7,3.2,1.7,2021-07-06,0450,A,89,6.0NRT,287.3,188.3,D
67.696,83.471,324.6,3.2,1.7,2021-07-06,0450,A,78,6.0NRT,286.5,123.7,D
67.79,83.536,301.1,3.1,1.7,2021-07-06,0450,A,45,6.0NRT,287.8,26.8,D
68.537,79.976,306.5,3.3,1.7,2021-07-06,0450,A,64,6.0NRT,288.6,42.6,D
68.514,79.923,325.1,3.3,1.7,2021-07-06,0450,A,83,6.0NRT,288.9,132.8,D
68.533,79.977,310.9,3.3,1.7,2021-07-06,0450,A,71,6.0NRT,288.6,57.7,D
68.51,79.925,322.9,3.3,1.7,2021-07-06,0450,A,82,6.0NRT,288.8,117.2,D
-15.252,47.793,328.8,2.8,1.6,2021-07-06,0635,T,84,6.0NRT,295.4,103.7,D
-15.257,47.819,316.3,2.8,1.6,2021-07-06,0635,T,73,6.0NRT,294.8,44.4,D
-15.254,47.786,316.3,2.8,1.6,2021-07-06,0635,T,72,6.0NRT,295.2,43.1,D
-15.258,47.812,319.8,2.8,1.6,2021-07-06,0635,T,76,6.0NRT,294.9,57.2,D
-18.483,44.856,324.9,4,1.9,2021-07-06,0635,T,83,6.0NRT,295.7,132.4,D
-18.488,44.85,320.2,4,1.9,2021-07-06,0635,T,79,6.0NRT,295.5,106,D
-18.495,44.884,319.2,4,1.9,2021-07-06,0635,T,78,6.0NRT,296.1,96.1,D
-18.679,44.916,311,3.9,1.8,2021-07-06,0635,T,68,6.0NRT,295.7,46,D
-18.667,44.912,308.7,3.9,1.8,2021-07-06,0635,T,64,6.0NRT,295.8,34.5,D
32.636,72.117,328.4,1.6,1.2,2021-07-06,0620,T,51,6.0NRT,305.9,18.7,D
32.633,72.133,334.1,1.6,1.2,2021-07-06,0620,T,75,6.0NRT,304.4,34.8,D
30.892,75.417,320.7,2.9,1.6,2021-07-06,0620,T,57,6.0NRT,298.3,36,D
29.962,72.163,326.7,1.8,1.3,2021-07-06,0620,T,63,6.0NRT,304,17.4,D
29.944,72.005,329.5,1.8,1.3,2021-07-06,0620,T,70,6.0NRT,304.2,27.8,D
29.969,71.39,329.6,1.6,1.3,2021-07-06,0620,T,69,6.0NRT,304.8,24.1,D
25.121,63.853,315.8,1,1,2021-07-06,0620,T,65,6.0NRT,299.8,8.3,D
25.095,62.37,313.8,1.1,1.1,2021-07-06,0620,T,26,6.0NRT,300.6,7.4,D
66.868,77.772,304.7,2.3,1.5,2021-07-06,0750,T,0,6.0NRT,290,20.4,D
66.535,77.619,301.1,2.3,1.5,2021-07-06,0750,T,0,6.0NRT,289.6,14.7,D
66.951,75.567,313.6,2,1.4,2021-07-06,0750,T,48,6.0NRT,287.5,29.7,D
66.889,75.499,308.3,2,1.4,2021-07-06,0750,T,60,6.0NRT,286.6,19.3,D
66.209,77.211,304.3,2.4,1.5,2021-07-06,0750,T,0,6.0NRT,289.3,18.5,D
66.204,70.987,323.1,1.6,1.3,2021-07-06,0750,T,82,6.0NRT,295.8,37.4,D
66.196,71.018,312.7,1.6,1.3,2021-07-06,0750,T,69,6.0NRT,292.8,17.5,D
66.206,70.983,322.1,1.6,1.3,2021-07-06,0750,T,74,6.0NRT,295.6,32,D
66.198,71.014,319,1.6,1.3,2021-07-06,0750,T,63,6.0NRT,293.1,25.9,D
68.617,57.975,307.5,1,1,2021-07-06,0750,T,65,6.0NRT,289.8,7.5,D
67.835,58.927,303.7,1,1,2021-07-06,0750,T,57,6.0NRT,293.4,3.6,D
67.18,56.628,310.8,1,1,2021-07-06,0750,T,67,6.0NRT,297.3,7.3,D
63.577,53.955,310.7,1,1,2021-07-06,0750,T,57,6.0NRT,299.3,6.1,D
59.177,60.484,306.9,1.4,1.2,2021-07-06,0750,T,32,6.0NRT,292.2,11,D
55.561,69.807,319.7,4.4,1.9,2021-07-06,0750,T,69,6.0NRT,290.1,133.5,D
55.56,69.799,321,4.4,1.9,2021-07-06,0750,T,63,6.0NRT,290.5,136.1,D
56.112,68.02,312.4,3.6,1.8,2021-07-06,0750,T,51,6.0NRT,294.9,56.1,D
55.765,68.556,308.7,3.9,1.8,2021-07-06,0750,T,32,6.0NRT,295.9,38.8,D
55.707,68.497,333.4,3.9,1.8,2021-07-06,0750,T,68,6.0NRT,294.5,197.2,D
55.734,68.446,316.8,3.8,1.8,2021-07-06,0750,T,37,6.0NRT,293.7,74.7,D
55.717,68.5,342.4,3.9,1.8,2021-07-06,0750,T,88,6.0NRT,293.8,308.3,D
55.703,68.485,320.4,3.9,1.8,2021-07-06,0750,T,62,6.0NRT,294.9,100.2,D
57.948,60.05,314.8,1.5,1.2,2021-07-06,0750,T,71,6.0NRT,291.7,19.2,D
55.793,67.037,314,3.4,1.7,2021-07-06,0750,T,6,6.0NRT,296.1,45.6,D
55.798,66.973,314.3,3.4,1.7,2021-07-06,0750,T,47,6.0NRT,295.6,49.8,D
55.459,67.332,308.4,3.6,1.8,2021-07-06,0750,T,61,6.0NRT,295.7,30.2,D
55.674,66.189,333.9,3.2,1.7,2021-07-06,0750,T,88,6.0NRT,295.4,152.6,D
55.661,66.176,326.6,3.2,1.7,2021-07-06,0750,T,68,6.0NRT,295.3,100.4,D
55.647,66.164,330.3,3.2,1.7,2021-07-06,0750,T,86,6.0NRT,295.5,129.1,D
55.663,66.171,328.7,3.2,1.7,2021-07-06,0750,T,76,6.0NRT,295.5,112.7,D
55.65,66.159,330.4,3.2,1.7,2021-07-06,0750,T,86,6.0NRT,295.9,129.9,D
55.649,66.102,316.6,3.1,1.7,2021-07-06,0750,T,25,6.0NRT,297.2,56.7,D
55.515,66.205,325.6,3.2,1.7,2021-07-06,0750,T,83,6.0NRT,299,97.4,D
55.595,65.883,311.8,3.1,1.7,2021-07-06,0750,T,54,6.0NRT,294.1,41.2,D
55.346,66.702,323.8,3.4,1.7,2021-07-06,0750,T,29,6.0NRT,301.2,89.4,D
55.518,66.203,324.9,3.2,1.7,2021-07-06,0750,T,69,6.0NRT,298.3,90.6,D
55.596,65.879,311.1,3.1,1.7,2021-07-06,0750,T,67,6.0NRT,294,40.7,D
55.583,65.867,325.1,3.1,1.7,2021-07-06,0750,T,82,6.0NRT,294.1,107.3,D
55.57,65.911,314.8,3.1,1.7,2021-07-06,0750,T,72,6.0NRT,294.3,56.7,D
55.464,66.211,328.4,3.2,1.7,2021-07-06,0750,T,52,6.0NRT,298.5,110.6,D
55.45,66.198,327.3,3.2,1.7,2021-07-06,0750,T,43,6.0NRT,296.6,107.6,D
55.436,66.185,334.6,3.2,1.7,2021-07-06,0750,T,77,6.0NRT,295.7,167.9,D
55.453,66.194,323.9,3.2,1.7,2021-07-06,0750,T,40,6.0NRT,297.2,90.1,D
55.343,66.565,308,3.4,1.7,2021-07-06,0750,T,35,6.0NRT,295.5,22.4,D
55.301,66.708,312.9,3.4,1.7,2021-07-06,0750,T,24,6.0NRT,298.3,40.5,D
55.44,66.181,335.5,3.2,1.7,2021-07-06,0750,T,75,6.0NRT,296,166.5,D
55.309,65.877,311.6,3.2,1.7,2021-07-06,0750,T,68,6.0NRT,296.7,40.5,D
55.217,65.787,312.1,3.2,1.7,2021-07-06,0750,T,23,6.0NRT,296.4,34.3,D
55.162,65.681,316.6,3.2,1.7,2021-07-06,0750,T,46,6.0NRT,295.8,49.3,D
55.149,65.726,320.9,3.2,1.7,2021-07-06,0750,T,58,6.0NRT,296.4,70.4,D
55.165,65.677,316.1,3.2,1.7,2021-07-06,0750,T,57,6.0NRT,295.6,49.3,D
55.152,65.721,320.3,3.2,1.7,2021-07-06,0750,T,65,6.0NRT,296.8,71.1,D
58.033,49.123,310,1,1,2021-07-06,0750,T,64,6.0NRT,293.9,7.6,D
54.622,65.388,321.1,3.2,1.7,2021-07-06,0750,T,74,6.0NRT,298,73.1,D
54.612,65.372,312.9,3.2,1.7,2021-07-06,0750,T,43,6.0NRT,298.5,35.3,D
55.486,60.247,310.2,1.8,1.3,2021-07-06,0750,T,50,6.0NRT,293.8,19,D
56.262,54.216,310,1.1,1,2021-07-06,0750,T,43,6.0NRT,300,6.3,D
55.644,52.297,321.2,1,1,2021-07-06,0750,T,70,6.0NRT,304.1,9.3,D
53.515,61.066,324.5,2.3,1.5,2021-07-06,0750,T,79,6.0NRT,304.6,42.2,D
53.507,61.099,328.9,2.3,1.5,2021-07-06,0750,T,83,6.0NRT,306,59.4,D
53.503,61.058,327.4,2.3,1.5,2021-07-06,0750,T,82,6.0NRT,303.6,50.9,D
53.495,61.09,330.5,2.3,1.5,2021-07-06,0750,T,84,6.0NRT,305.2,64.1,D
54.922,52.317,323.3,1,1,2021-07-06,0750,T,69,6.0NRT,301.6,14,D
52.391,62.749,324,3,1.7,2021-07-06,0750,T,0,6.0NRT,301.1,63.6,D
52.364,62.729,325.5,3,1.7,2021-07-06,0750,T,66,6.0NRT,300.9,68.4,D
50.158,64.407,314.8,4.3,1.9,2021-07-06,0750,T,68,6.0NRT,295.2,57.1,D
50.157,64.399,314.7,4.3,1.9,2021-07-06,0750,T,68,6.0NRT,295,53.9,D
51.452,57.614,323.2,1.9,1.3,2021-07-06,0750,T,59,6.0NRT,286.7,44.6,N
68.422,83.604,300.6,2.5,1.5,2021-07-06,0745,T,40,6.0NRT,290.1,14.7,D
68.406,83.648,302.9,2.5,1.5,2021-07-06,0745,T,54,6.0NRT,289.4,19.7,D
67.858,83.423,301.2,2.7,1.6,2021-07-06,0745,T,45,6.0NRT,290.6,17,D
67.726,83.441,306.4,2.7,1.6,2021-07-06,0745,T,63,6.0NRT,290.7,30.5,D
67.709,83.488,343.4,2.8,1.6,2021-07-06,0745,T,93,6.0NRT,291.6,215.9,D
68.535,79.94,318.1,2.1,1.4,2021-07-06,0745,T,78,6.0NRT,291.4,43.3,D
68.522,79.979,329.7,2.1,1.4,2021-07-06,0745,T,86,6.0NRT,291.5,80.2,D
67.811,80.113,300.3,2.3,1.5,2021-07-06,0745,T,34,6.0NRT,289.8,10.7,D
67.814,80.113,303.5,2.3,1.5,2021-07-06,0745,T,56,6.0NRT,290.1,17.7,D
66.664,80.466,309.9,2.7,1.6,2021-07-06,0745,T,60,6.0NRT,289.7,39.6,D
66.661,80.456,310.4,2.7,1.6,2021-07-06,0745,T,66,6.0NRT,289.7,39.3,D
32.274,100.33,313.7,1.2,1.1,2021-07-06,0620,A,19,6.0NRT,299.1,8.7,D
36.08,100.561,338,1.1,1,2021-07-06,0620,A,88,6.0NRT,307.5,26.9,D
36.091,100.57,352.7,1.1,1,2021-07-06,0620,A,96,6.0NRT,308,58.2,D
36.1,100.568,334.8,1.1,1,2021-07-06,0620,A,86,6.0NRT,306.2,22.6,D
36.253,100.602,324.2,1.1,1,2021-07-06,0620,A,37,6.0NRT,301.7,10.4,D
36.461,101.592,315.6,1,1,2021-07-06,0620,A,49,6.0NRT,301.4,8.6,D
36.773,101.764,319.7,1,1,2021-07-06,0620,A,27,6.0NRT,304,8.2,D
40.611,109.741,323.5,2.3,1.5,2021-07-06,0620,A,43,6.0NRT,303.5,19.8,D
64.971,-145.949,300.8,1.4,1.2,2021-07-06,0735,T,18,6.0NRT,278.6,12.5,N
10.918,78.111,324.4,1.9,1.3,2021-07-06,0750,A,55,6.0NRT,294.6,27.2,D
10.925,78.123,324.2,1.9,1.3,2021-07-06,0750,A,70,6.0NRT,294.6,27.2,D
53.197,91.459,315.2,1.2,1.1,2021-07-06,0625,A,65,6.0NRT,298.6,7.7,D
54.469,91.951,314,1.1,1.1,2021-07-06,0625,A,30,6.0NRT,299,7.7,D
54.879,91.201,310,1.1,1.1,2021-07-06,0625,A,35,6.0NRT,296.1,5.8,D
55.029,89.74,314.4,1.3,1.1,2021-07-06,0625,A,56,6.0NRT,296.8,8.2,D
55.309,90.655,313.8,1.2,1.1,2021-07-06,0625,A,28,6.0NRT,299.6,8.8,D
55.49,90.317,324.7,1.2,1.1,2021-07-06,0625,A,51,6.0NRT,308.7,19.8,D
55.506,90.068,314,1.2,1.1,2021-07-06,0625,A,61,6.0NRT,301.2,8.8,D
54.119,83.63,314.8,2.3,1.5,2021-07-06,0625,A,20,6.0NRT,298,27.7,D
57.985,106.812,318,2.5,1.5,2021-07-06,0625,A,63,6.0NRT,298,42.2,D
58.029,106.556,314,2.4,1.5,2021-07-06,0625,A,57,6.0NRT,300,26.8,D
58.036,106.55,313.3,2.4,1.5,2021-07-06,0625,A,57,6.0NRT,299.3,24,D
58.673,113.72,309.6,4.8,2,2021-07-06,0625,A,40,6.0NRT,293.1,53.7,D
56.375,87.41,312,1.4,1.2,2021-07-06,0625,A,50,6.0NRT,299.1,10.1,D
55.82,84.597,309.3,1.9,1.3,2021-07-06,0625,A,48,6.0NRT,295.2,11.3,D
59.521,108.428,313.5,3,1.6,2021-07-06,0625,A,59,6.0NRT,298.5,32.3,D
59.52,108.424,313.1,3,1.6,2021-07-06,0625,A,59,6.0NRT,298.5,30.9,D
59.616,106.689,331.7,2.5,1.5,2021-07-06,0625,A,66,6.0NRT,297.3,89.4,D
59.631,106.732,367,2.5,1.5,2021-07-06,0625,A,100,6.0NRT,302.9,378.9,D
59.63,106.687,359.3,2.5,1.5,2021-07-06,0625,A,99,6.0NRT,306.3,292.1,D
59.694,108.239,321.2,2.9,1.6,2021-07-06,0625,A,62,6.0NRT,302,49.8,D
59.645,106.73,394.7,2.5,1.5,2021-07-06,0625,A,75,6.0NRT,299.4,827.9,D
59.644,106.686,395.3,2.5,1.5,2021-07-06,0625,A,87,6.0NRT,306.3,833.1,D
59.636,106.727,376.4,2.5,1.5,2021-07-06,0625,A,94,6.0NRT,306.3,504.7,D
59.635,106.683,358.3,2.5,1.5,2021-07-06,0625,A,99,6.0NRT,309.1,280.3,D
59.693,108.236,320.8,2.9,1.6,2021-07-06,0625,A,63,6.0NRT,302.2,48.2,D
59.648,106.681,374.1,2.5,1.5,2021-07-06,0625,A,87,6.0NRT,297.4,477,D
59.62,105.326,340.4,2.2,1.4,2021-07-06,0625,A,90,6.0NRT,298.7,124.5,D
59.618,105.287,328.8,2.2,1.4,2021-07-06,0625,A,83,6.0NRT,300.1,70.2,D
59.633,105.324,341.6,2.2,1.4,2021-07-06,0625,A,86,6.0NRT,297.3,131.2,D
59.631,105.284,389.9,2.2,1.4,2021-07-06,0625,A,100,6.0NRT,304.4,614.6,D
60.645,107.304,322.5,2.7,1.6,2021-07-06,0625,A,56,6.0NRT,294.5,60,D
60.661,107.353,352.9,2.7,1.6,2021-07-06,0625,A,91,6.0NRT,290.3,259.3,D
60.66,107.302,407.1,2.7,1.6,2021-07-06,0625,A,75,6.0NRT,302.4,1243.8,D
60.65,107.345,323.1,2.7,1.6,2021-07-06,0625,A,68,6.0NRT,296.1,60.9,D
60.663,107.292,396.9,2.7,1.6,2021-07-06,0625,A,94,6.0NRT,301.6,977,D
60.903,112.143,308.1,4.2,1.9,2021-07-06,0625,A,42,6.0NRT,289.4,33.4,D
60.865,106.665,328.9,2.6,1.5,2021-07-06,0625,A,65,6.0NRT,299.7,77.4,D
60.88,106.711,328.8,2.6,1.5,2021-07-06,0625,A,48,6.0NRT,295.5,68.3,D
60.878,106.663,362.2,2.6,1.5,2021-07-06,0625,A,100,6.0NRT,300.1,330.8,D
60.892,106.662,327.9,2.6,1.5,2021-07-06,0625,A,44,6.0NRT,294.9,59.8,D
60.927,106.851,371.9,2.6,1.6,2021-07-06,0625,A,100,6.0NRT,303.7,456.7,D
60.926,106.802,369.7,2.6,1.6,2021-07-06,0625,A,100,6.0NRT,301.5,421.9,D
60.884,106.707,333.4,2.6,1.5,2021-07-06,0625,A,86,6.0NRT,292.2,90.6,D
60.882,106.659,353.5,2.6,1.5,2021-07-06,0625,A,97,6.0NRT,298.1,237.1,D
60.907,106.558,328.8,2.5,1.5,2021-07-06,0625,A,63,6.0NRT,300.3,69.5,D
60.93,106.846,383.9,2.6,1.6,2021-07-06,0625,A,94,6.0NRT,304,652.5,D
60.929,106.798,365.2,2.6,1.6,2021-07-06,0625,A,94,6.0NRT,299.3,366.4,D
60.946,106.894,318.5,2.6,1.6,2021-07-06,0625,A,20,6.0NRT,294.7,38.1,D
60.959,106.844,359.2,2.6,1.6,2021-07-06,0625,A,86,6.0NRT,298.1,302.9,D
60.971,106.793,347.2,2.6,1.6,2021-07-06,0625,A,92,6.0NRT,297.7,193.1,D
60.969,106.744,332.7,2.6,1.5,2021-07-06,0625,A,52,6.0NRT,297.6,98.1,D
61.173,108.166,321.2,3,1.6,2021-07-06,0625,A,76,6.0NRT,297.1,63,D
61.172,108.111,314.1,2.9,1.6,2021-07-06,0625,A,65,6.0NRT,297.8,32.9,D
61.34,112.783,331.2,4.4,1.9,2021-07-06,0625,A,85,6.0NRT,294.6,226.4,D
61.339,112.78,331.3,4.4,1.9,2021-07-06,0625,A,85,6.0NRT,294.6,228.6,D
62.133,106.856,340.2,2.7,1.6,2021-07-06,0625,A,90,6.0NRT,294.5,152.1,D
62.147,106.854,357.2,2.7,1.6,2021-07-06,0625,A,98,6.0NRT,296.5,297.9,D
62.145,106.801,327.3,2.7,1.6,2021-07-06,0625,A,58,6.0NRT,289.3,73.6,D
62.161,106.852,358,2.7,1.6,2021-07-06,0625,A,99,6.0NRT,292.9,312.2,D
62.135,106.852,328.7,2.7,1.6,2021-07-06,0625,A,56,6.0NRT,294.2,77.8,D
62.149,106.85,361.2,2.7,1.6,2021-07-06,0625,A,100,6.0NRT,296.9,341.3,D
62.148,106.797,325.7,2.7,1.6,2021-07-06,0625,A,33,6.0NRT,289.4,63.6,D
62.163,106.848,354.3,2.7,1.6,2021-07-06,0625,A,97,6.0NRT,292,275.5,D
62.383,112.434,308.6,4.3,1.9,2021-07-06,0625,A,48,6.0NRT,292.6,37.2,D
62.382,112.431,308.9,4.3,1.9,2021-07-06,0625,A,51,6.0NRT,292.7,39.2,D
62.449,112.694,328.7,4.4,1.9,2021-07-06,0625,A,83,6.0NRT,293.9,182,D
62.45,112.607,351.3,4.4,1.9,2021-07-06,0625,A,96,6.0NRT,296.2,498.6,D
62.486,112.523,321,4.3,1.9,2021-07-06,0625,A,63,6.0NRT,294.3,110.7,D
62.487,112.437,314.8,4.3,1.9,2021-07-06,0625,A,28,6.0NRT,293,66.2,D
62.451,112.684,336.9,4.4,1.9,2021-07-06,0625,A,89,6.0NRT,294,274,D
62.452,112.597,346.5,4.4,1.9,2021-07-06,0625,A,94,6.0NRT,296,412.7,D
62.488,112.514,323.8,4.3,1.9,2021-07-06,0625,A,77,6.0NRT,294.3,135.4,D
62.52,112.775,322.6,4.4,1.9,2021-07-06,0625,A,0,6.0NRT,288.7,130.2,D
62.522,112.603,366.4,4.4,1.9,2021-07-06,0625,A,94,6.0NRT,293.2,811,D
62.523,112.516,330.5,4.3,1.9,2021-07-06,0625,A,76,6.0NRT,293.2,189.6,D
62.539,112.604,381.4,4.4,1.9,2021-07-06,0625,A,94,6.0NRT,293.6,1286.5,D
62.521,112.6,347.5,4.4,1.9,2021-07-06,0625,A,94,6.0NRT,292.2,421.1,D
62.522,112.513,322.7,4.3,1.9,2021-07-06,0625,A,74,6.0NRT,293.2,126.6,D
62.538,112.6,381.6,4.4,1.9,2021-07-06,0625,A,94,6.0NRT,294.3,1288.4,D
62.503,94.739,305.7,1.1,1,2021-07-06,0625,A,36,6.0NRT,292,3.5,D
63.457,112.342,311.3,4.3,1.9,2021-07-06,0625,A,60,6.0NRT,293.8,50.1,D
63.457,112.34,311,4.3,1.9,2021-07-06,0625,A,65,6.0NRT,293.8,50.6,D
66.662,80.463,320.9,1.1,1.1,2021-07-06,0630,A,76,6.0NRT,291,21.6,D
66.657,80.439,313,1.1,1.1,2021-07-06,0630,A,73,6.0NRT,290.8,13.2,D
67.27,83.211,315.8,1,1,2021-07-06,0630,A,66,6.0NRT,292.2,14.7,D
67.278,83.034,316.4,1,1,2021-07-06,0630,A,77,6.0NRT,292.1,14.6,D
66.4,77.864,308.3,1.3,1.1,2021-07-06,0630,A,67,6.0NRT,290.5,11.6,D
67.515,83.197,306.8,1,1,2021-07-06,0630,A,64,6.0NRT,293.1,7.3,D
67.556,83.202,313.8,1,1,2021-07-06,0630,A,74,6.0NRT,292.6,12.3,D
67.593,83.259,304.4,1,1,2021-07-06,0630,A,51,6.0NRT,292.4,6.1,D
67.59,83.237,312.6,1,1,2021-07-06,0630,A,69,6.0NRT,292.9,11.8,D
66.54,77.619,301.7,1.3,1.1,2021-07-06,0630,A,0,6.0NRT,286.7,6.3,D
67.713,83.491,347.5,1,1,2021-07-06,0630,A,95,6.0NRT,294.5,57.2,D
67.709,83.469,388.3,1,1,2021-07-06,0630,A,100,6.0NRT,298,193.6,D
67.854,83.393,328.7,1,1,2021-07-06,0630,A,86,6.0NRT,294.4,26.2,D
66.869,77.747,308.8,1.3,1.1,2021-07-06,0630,A,64,6.0NRT,290.3,12.3,D
66.833,77.281,323.3,1.3,1.1,2021-07-06,0630,A,82,6.0NRT,290.4,31,D
66.827,77.255,312.8,1.3,1.1,2021-07-06,0630,A,73,6.0NRT,289.4,16.5,D
68.417,83.632,312.3,1,1,2021-07-06,0630,A,72,6.0NRT,292.1,10.2,D
68.413,83.609,321,1,1,2021-07-06,0630,A,81,6.0NRT,291.6,17.8,D
67.818,80.11,311.9,1.1,1,2021-07-06,0630,A,72,6.0NRT,291.7,11.3,D
67.813,80.087,305.8,1.1,1,2021-07-06,0630,A,62,6.0NRT,291.4,6.4,D
67.821,80.101,306.2,1.1,1,2021-07-06,0630,A,63,6.0NRT,291.3,7.3,D
66.887,75.491,307.9,1.4,1.2,2021-07-06,0630,A,61,6.0NRT,290.9,11.9,D
66.951,75.547,326.9,1.4,1.2,2021-07-06,0630,A,74,6.0NRT,290.3,39.9,D
66.954,75.534,327,1.4,1.2,2021-07-06,0630,A,74,6.0NRT,290.7,40.5,D
66.194,70.962,312.8,2,1.4,2021-07-06,0630,A,69,6.0NRT,284,29.9,D
66.196,71.006,308.8,2,1.4,2021-07-06,0630,A,52,6.0NRT,285.3,22.7,D
66.185,70.969,306.7,2,1.4,2021-07-06,0630,A,0,6.0NRT,287.7,18,D
68.516,79.96,303.3,1.1,1,2021-07-06,0630,A,36,6.0NRT,292.4,3.8,D
68.524,79.948,361.2,1.1,1,2021-07-06,0630,A,100,6.0NRT,295.4,96.6,D
71.251,72.07,300.7,1.2,1.1,2021-07-06,0630,A,35,6.0NRT,288.2,4.9,D
53.106,48.844,320.6,1,1,2021-07-06,0755,T,30,6.0NRT,300.7,8.3,D
